M_mean,M_variance,M_skewness,M_kurtosis,P_mean,P_variance,P_skewness,P_kurtosis,Class
0.00186035399873428,0.000100291100332182,22.431853182839,901.959050943011,0.658886709350423,0.00456165839430812,-0.0609493109236692,3.32029972421117,Human
0.00639446703574738,0.000154488041951472,11.4713973710464,293.134488989565,0.678663542013831,0.00471881104676981,-0.0763473755141927,3.4562258462813,Human
0.00465859773975878,0.000154091940907645,9.30130836756042,177.023264740105,0.672442976867696,0.00439647336993324,-0.0646942200138233,3.4371652762782,Human
0.00812907018374949,0.00053808375637302,8.84164469944897,133.15863594318,0.662645964348669,0.00535524402485649,-0.0683736548046573,3.2313082866152,Human
0.00290297385246822,0.00011018734327484,15.8773735731816,494.016684388209,0.652531331529276,0.005203071698124,-0.0530785981595041,3.26554028191807,Human
0.00886561345197565,0.000350775728642237,8.39832866044086,145.464451145201,0.690580781092363,0.00465140911165928,-0.0917019139587185,3.48556155783121,Human
0.00923361465939399,0.000384834537069634,7.42047483449113,102.951379901057,0.677229121723394,0.00509272463284104,-0.0561794279765864,3.30150343643326,Human
0.00421024422324067,0.000170717399786233,14.5464617641166,415.9468302681,0.669380325091412,0.00442764732006731,-0.0548330572853479,3.33238225849632,Human
0.0131354925492503,0.000797285731522791,6.83816184004168,83.8622995386777,0.651264684491487,0.00442256327167864,-0.0550468730809085,3.26665441248387,Human
0.00959144088450746,0.000262226403058689,6.85543452954194,120.464857282098,0.657708072370226,0.00515086801083772,-0.0617959964044094,3.36933463121751,Human
0.00884262256356174,0.000219654765333836,7.73208285858557,147.411256233119,0.662733710419051,0.00477922059970622,-0.0964061217132217,3.55686780312347,Human
0.0959277976809657,0.00169056115438563,1.6406271215701,11.0629646832345,0.644072113564287,0.00535106755713524,-0.0380502584880813,3.18661647275057,Human
0.0249662060263207,0.00101542814467645,4.84725492667421,47.4070965898443,0.664457676034793,0.00466410379307466,-0.112213021342286,3.74428092628901,Human
0.00837180863250878,0.000247820057323195,10.4549888686424,243.857606997858,0.67645772078992,0.0048044877759214,-0.0602573329364616,3.30914859067583,Human
0.0141304429633029,0.000343063932189762,5.44195381904834,73.1920555468873,0.673835806832593,0.00493583946262076,-0.0424026250752482,3.24862629381259,Human
0.0166757394805842,0.000705785146354957,5.04443600692102,47.2418791513891,0.664786763407768,0.00484223230501887,-0.0631193781686296,3.3375943066399,Human
0.0475068885866017,0.00204978979093303,2.59932677665824,15.4907130727405,0.641906967388118,0.00522836304619096,-0.121805328243227,3.71381649654689,Human
0.019737200743708,0.00081454586289789,5.54891939951294,59.1996250213548,0.599363134319211,0.00655016389192678,-0.0146759175047694,3.05968279347484,Human
0.0125734802469391,0.000611477225261264,7.2745347607345,99.2450499459172,0.678342972915641,0.00461531311139014,-0.160586417708886,4.16568138292716,Human
0.0108090903799199,0.000249538248112753,8.52919425568668,169.535274097612,0.649276323685237,0.00514548630545393,-0.0481742351863029,3.36947005467644,Human
0.00547749679602112,0.000130561288659205,8.84048940442223,174.698401481566,0.652046527769041,0.00563502240807051,-0.0357505511046709,3.07498551245534,Human
0.0181032748486221,0.000897375962987529,6.63488585829083,81.7887497407081,0.637914484824569,0.00430245141889121,-0.0543783109244593,3.42378399101347,Human
0.013750421413363,0.000688074113841529,7.62559753856382,113.776741155686,0.664147523361303,0.00503965374999985,-0.0565974967678607,3.25232874846736,Human
0.00802926184883599,0.000253332261935382,9.14177438800529,169.896263816134,0.67450660177789,0.00456909619344194,-0.0663172117741955,3.38006659626899,Human
0.0191310417484686,0.000997891411967436,5.12816763263102,49.6239218423757,0.600825977763374,0.00561009974088902,-0.0105433127073941,3.17622920221433,Human
0.0165698492328921,0.000787053980113253,6.23193341764339,73.9056777906701,0.57570593302268,0.00724312145452896,-0.0111561868383694,3.05858150960314,Human
0.0130455131703216,0.000336367364021748,6.413316311038,93.6587641471602,0.680574711043992,0.00413535231339814,-0.114948923425085,3.7723922486385,Human
0.0238687901371294,0.000916985819190742,4.43182586995335,42.0110193105405,0.67714700238035,0.00445719691868549,-0.0783440102362692,3.58279765252096,Human
0.0295157902473099,0.00103126629901848,3.61689711371554,27.0455476509984,0.635466618328257,0.00708156153713519,-0.0263165948087551,2.92899533900547,Human
0.013934151117314,0.000485824729262652,8.13510579482809,137.901583614878,0.647804658499813,0.00567815290304316,-0.0278399585447773,3.1174815959345,Human
0.00649109722097323,0.000194333747981619,9.90166825781176,223.834653962321,0.683589201510369,0.00446459379265813,-0.0887753089730809,3.48235960028723,Human
0.0103340603434309,0.000277919844117462,6.40573987870936,94.7133860396244,0.661243903001888,0.00481001090548791,-0.0542239286657782,3.21857698256926,Human
0.00936058367921937,0.000468935084844144,8.86167410067654,145.818179815576,0.630251990059907,0.0045220344852032,-0.0460519046866559,3.26015486224932,Human
0.00203877782357372,4.26945215955898e-05,22.0876662346769,1302.34462711172,0.60384870610729,0.00567956572212246,-0.0272648045632151,3.14586617990599,Human
0.00457603107413359,0.000115995558500633,11.8172075773329,312.797808480062,0.666727853516551,0.00488424382358616,-0.054904885877384,3.22411257935831,Human
0.00996274458440414,0.000384311920999911,7.64113240276794,122.856404377414,0.639956921718396,0.00524782303166255,-0.0507531654950919,3.35459649387118,Human
0.00770147964552587,0.000153229847356449,8.92570710732069,187.248621053908,0.644884841611138,0.0043824047794775,-0.0746560747059174,3.51200272331419,Human
0.00550636874037917,0.000206535336500549,9.23443006652132,166.393989666932,0.679171947747297,0.0042047670493843,-0.127995165851517,3.9138264660454,Human
0.0143592416180485,0.00050348934070811,5.7629900802132,66.7652629040113,0.62760800543213,0.00560319366966474,-0.0286081311985293,3.14054756189253,Human
0.00656963666124386,0.000127732083352202,9.4247610977532,253.567071508529,0.678091090505218,0.00428588305198186,-0.101242448391391,3.65607868401622,Human
0.0105978438109903,0.000295434676552858,7.35710786826592,123.532099969821,0.642757897344582,0.00453611047165243,-0.0533330386471052,3.37007658330574,Human
0.0134798978655872,0.000415598806573717,6.1782153654892,92.0314458823741,0.661810310732905,0.00514673560701288,-0.0535263803426771,3.31378835521921,Human
0.0131751038566641,0.000497419447596808,7.0019575564931,101.021280294116,0.665488250198056,0.00396841893040999,-0.0574646069031987,3.35490998414578,Human
0.00492932995837798,0.00012829395730684,11.2690699257182,301.675685918961,0.633947370693247,0.00566291502770736,-0.0350407685208321,3.0738450827558,Human
0.004199875822535,0.000108185009618147,12.8144155280191,403.860530137542,0.643751929769847,0.00534831637576779,-0.0310067713826995,3.08524594242832,Human
0.0410425692920523,0.00141171437989941,3.05035159797908,20.9341409112241,0.665955830836077,0.00502113909508719,-0.0789970264426366,3.34948786078966,Human
0.0161550348306167,0.000732268843596369,6.59736780545107,84.4027329769913,0.655726692463757,0.00522163885802834,-0.0502370394830095,3.23330979422204,Human
0.0129419832057485,0.000326775247071845,6.78260424830388,107.810620853791,0.639125006071049,0.00491371563139055,-0.1034886618287,3.66375390674237,Human
0.0143397772168384,0.000580405427285736,6.13657361085601,76.9036174019961,0.632240478829885,0.0043654952253288,-0.0403415774624254,3.26067175641175,Human
0.0230460036813475,0.000973555604649564,4.99100661998766,47.3171951140583,0.66473173699215,0.00456459405608684,-0.0535376094890903,3.27463928614089,Human
0.00684302013543556,0.000178749660594875,7.25820157943765,115.031264393561,0.649212466447278,0.00441569179639749,-0.0675353657421522,3.41643183866089,Human
0.00691265892189613,0.000119825329136762,8.3939227641016,180.929562412755,0.620305311734284,0.0054866625275959,-0.0245692274792395,3.07047938989605,Human
0.0159571506811947,0.000579440445549409,5.40607114709153,57.9183236628137,0.637528066224864,0.00586875597670778,-0.0322403400286255,3.18638368283947,Human
0.0227624252043837,0.000760872654872421,4.06039304835578,34.7248165078088,0.661745431868708,0.00431427317402804,-0.097693157772405,3.51996623499615,Human
0.00839870182199786,0.000282245612103528,11.4015445928079,256.591731670548,0.649105699438622,0.00604915271143666,-0.0395453603983096,3.13000488074391,Human
0.0153924809667337,0.00034633042981781,5.55921891405913,77.9296910630274,0.654277067950102,0.00453375682407765,-0.0651656822958967,3.38255797677071,Human
0.0132484405245749,0.000389182745865622,6.11854167579903,83.2081921571693,0.661618277628894,0.00511594966873986,-0.0543210587182184,3.31000046838384,Human
0.00825606828740622,0.00040064263958074,8.63281006545809,132.725623128008,0.63560589776796,0.00506787294310961,-0.0304122945944905,3.32341234159717,Human
0.0192090404993338,0.000682500519523742,5.60018362502131,61.471051957864,0.677020475743879,0.00454753254337233,-0.058315305826737,3.30811761462859,Human
0.0472832177805324,0.00229882906322738,3.10174236089983,20.3304104877238,0.675488317354051,0.00458357448957699,-0.107745501020895,3.67774644519289,Human
0.00340534951625969,0.000238766126007022,16.5135926628455,464.619001980267,0.657139580531993,0.00473552390781908,-0.0572515519002311,3.34708841022942,Human
0.0102986420548286,0.00036753831820494,9.17318499047177,175.342657963348,0.645164362846807,0.00524218285103618,-0.0405830720451962,3.19525018587645,Human
0.0081972270128185,0.000144953886054121,6.6482623726254,113.987240956155,0.621355978099228,0.00649122405988372,-0.0275373353900905,3.05844053669415,Human
0.0132722541451868,0.000603793603525363,6.66968696120398,85.7307056554299,0.656806103930418,0.00483110260858974,-0.0551167819751625,3.219609636723,Human
0.0235283688833498,0.00110171858641089,5.07018557406334,51.6559928005574,0.6764662265629,0.0048220199014032,-0.125473440332989,3.82089611192908,Human
0.00943986253600548,0.000842117307063735,8.12583145311695,104.190471594697,0.61144973930389,0.00576686507785754,-0.0123180341894958,2.95885511882868,Human
0.00873756477341074,0.000279126284191326,7.89685135190303,134.102433754904,0.621751572256794,0.00637272212806757,-0.0176795283368545,3.08984193006899,Human
0.000977920348673018,1.77248432406312e-05,29.656650429339,2438.26790480469,0.65270920360104,0.0046049895976156,-0.0562213628848146,3.38043274940042,Human
0.0294549179182344,0.00143426619036697,3.74348035853668,27.3711656417036,0.629570932260888,0.00590719514770937,-0.0113144945101136,2.96754707103359,Human
0.00921503522978081,0.000530302563109034,8.6225750197436,127.796416694116,0.656559195482412,0.00536965553827793,-0.0530343767538745,3.32865596345465,Human
0.00890180829101209,0.00025413056503012,9.12782941895577,191.828781461711,0.654482177395754,0.00484860494380318,-0.0514216774468318,3.28311868206796,Human
0.0260571372550313,0.000963589159760262,4.75965336997535,45.7487009260305,0.649195061990859,0.00475775430234519,-0.05628324072373,3.28396778591554,Human
0.00788986295707355,0.000235130061393934,7.63112140198558,118.584920100135,0.63342937566243,0.00443503377289062,-0.0650996656854534,3.33353588000837,Human
0.00289908783809287,6.9142183600513e-05,15.0297428038149,583.091315823901,0.666380445457597,0.00425958029155731,-0.120375946287422,3.79994002311149,Human
0.00703126135007023,0.000152779014357214,10.2891427896115,268.623455313801,0.668123532293474,0.00439050052751628,-0.0565816803840279,3.3129930619729,Human
0.0110914224199712,0.000586708654286566,8.06431888522115,116.235002111527,0.668624118798707,0.00512085098309944,-0.0525057159081439,3.2307586103709,Human
0.0338335482276589,0.00162441465279436,4.05959364554756,30.5888174449552,0.647090467329382,0.00651257676724548,-0.0720002850729388,3.21092907697567,Human
0.0139755150334746,0.00026723950673425,7.6390250529269,132.909572026079,0.663754147715665,0.00513931925116522,-0.0879560679817562,3.46547195855894,Human
0.00474554808379736,0.000304579764465138,10.2443771210521,163.027374724617,0.595233760612318,0.00554754550896892,-0.0195640471565839,3.17791227104158,Human
0.00666830458655921,0.000227724263987766,10.734445394706,246.434908380008,0.66494490602472,0.00515447801449682,-0.0563184646967381,3.2208479273714,Human
0.00976726316897546,0.000279394386782842,11.6948993272196,277.856111478813,0.639253385914172,0.00581325026936416,-0.0228553212425556,3.07206773524178,Human
0.0186103632922564,0.000699860326797499,5.86768409751518,70.719171386318,0.686767108858743,0.00467720584849609,-0.0871894119601691,3.46475566536983,Human
0.0133577838511019,0.000434638404423838,6.65841573086056,94.55062170863,0.592166717606492,0.00664982727949958,-0.0104102513030541,2.94370314143192,Human
0.0142102628695624,0.000941369258845631,6.77401469924537,79.1816364736164,0.629337413889841,0.00530293900449748,-0.0513256142912993,3.25996662237921,Human
0.00241157115269621,3.63874381066943e-05,20.2031778124394,1322.67332623503,0.636072386984273,0.00426063473665967,-0.035952597265446,3.23097684179474,Human
0.050858178996215,0.00181755712773941,4.13997705300186,33.526374253766,0.633535779734002,0.0057460876116987,-0.05106287461101,3.23921079204261,Human
0.0162993659955529,0.000655292694427589,5.24214679073148,55.0940690207745,0.665389889222395,0.00441634850285989,-0.112123249970217,3.74622141011103,Human
0.0133838654816858,0.000426775524225111,6.22483409006377,81.7888064260756,0.668709445078138,0.00513066944518846,-0.0560018033619491,3.21785035734273,Human
0.00961970072193285,0.000295442227623364,8.33367434858851,152.221165195999,0.657602141421694,0.00469748738535855,-0.0568108047183893,3.30361911228423,Human
0.00705583617097892,0.000140733978082713,8.54323258097697,177.068509548749,0.639727659279861,0.00508856964370976,-0.0492112213733284,3.26963406065288,Human
0.00950120132218908,0.000386277431573314,9.68976409536672,182.879065325895,0.67757959042205,0.00460006912379722,-0.150530540279402,4.01121486169175,Human
0.00485384948402775,0.000206667734908857,10.2811041595996,199.533582739372,0.646568402061722,0.00483832566816508,-0.0488951571674539,3.29145339903188,Human
0.00483793808740349,9.83276653163323e-05,15.0497939620278,552.336883637642,0.673971963250308,0.00519950577878627,-0.0609603518883896,3.30324354494473,Human
0.0487624768696724,0.00222305993152402,2.95849321327486,18.5001841538804,0.67139169573619,0.00426639873099807,-0.0584677958962078,3.42078048382025,Human
0.00922756509261228,0.000255680442250843,6.90012615203984,114.278743342803,0.660342967530584,0.00450441502304427,-0.0948171108551307,3.61594341774004,Human
0.000436125076920759,5.31571500876227e-06,63.5332728135665,14012.6730739385,0.663571627492484,0.00578552521993534,-0.0874176848223102,3.41522438875649,Human
0.00283506845272041,0.000141059902088704,34.5106079461746,1886.15492159657,0.598255988971164,0.00645065219275361,-0.0145446458299603,3.01315281666849,Human
0.0030927521534313,7.5675991466402e-05,12.6320521627913,387.213912843643,0.629515852690527,0.0045202858651359,-0.0537926864982322,3.27447697906537,Human
0.00274627966695234,8.43997269322398e-05,19.2512119345,858.267259013793,0.658776772920043,0.00458183483859661,-0.0786858177431525,3.36586146556946,Human
0.0249746208493188,0.0009957329739432,4.32603963780141,38.5149979832344,0.671421531983112,0.00457406283981741,-0.153605274942755,4.02753057090763,Human
0.00609651839506526,0.000221615256514394,12.1734428943525,273.587846571065,0.582701837218571,0.00575269607457087,-0.0190250865725915,3.04282008670876,Human
0.00394464643262622,0.000122014200897244,16.2835914834263,551.153545954924,0.650312110699739,0.00479992278866202,-0.0515432129619402,3.11667455455275,Human
0.0114043431672434,0.000238715852962162,6.61697220961746,110.028716223852,0.622069809713082,0.0054860874762379,-0.0265260651402255,3.22605926677867,Human
0.00957711209768076,0.00029069202927819,6.87408641873153,97.1997817104183,0.651304446981802,0.00519786325259257,-0.0253468794848728,3.07893507947735,Human
0.0285135642429558,0.000804847878381661,3.92863526074301,33.3882614845155,0.638201516529466,0.00470995611774726,-0.0512468301975915,3.35696678831569,Human
0.00477968145626463,6.56499080295726e-05,17.0211804663516,857.650160833972,0.657158748118981,0.00479162991890168,-0.0551965975605549,3.35032168153975,Human
0.0219962724898315,0.000623427162769223,4.29440035493424,49.3586298211238,0.655893403456482,0.00471008408212036,-0.061786481317871,3.43389089132908,Human
0.00584658475427601,0.0003649727334753,15.0265921734032,384.331674401486,0.618373801173976,0.00643749338640382,-0.0616931202139052,3.09856771128055,Human
0.0135961631111309,0.000592459906582578,5.53139348126151,59.7939282368205,0.675441668152589,0.00364617977425409,-0.0505491048428316,3.24270686924076,Human
0.00302738766610267,7.13380925366748e-05,16.9068567919946,704.320277005031,0.600607772103151,0.00494671969594614,-0.0317165562881919,3.06721002818626,Human
0.00629264404125732,0.000172341069007655,12.0425009006206,343.745714898694,0.650774937385698,0.00481207296228936,-0.0736800329130664,3.44356196937667,Human
0.00102887871193442,2.7650741096875e-05,42.1273508919492,3889.23656544526,0.640963543540647,0.00476081572599686,-0.0633080900119418,3.34288913295815,Human
0.0115142535678618,0.000506428159509849,8.95122544109857,156.996191194268,0.658723001938581,0.00420338358239917,-0.0702424904692712,3.58207370186975,Human
0.00805212433687211,0.000191963243536358,10.2007577017177,242.720741222392,0.661084277088163,0.00505737759941363,-0.0605320673000768,3.45143653623932,Human
0.0227694491164976,0.000883026608344579,5.16113519888751,54.48450112997,0.661568466701991,0.00513975875858882,-0.0496572701705385,3.17612119079706,Human
0.0201014865601576,0.000911601883312075,5.14357115262031,49.9166866978141,0.648132560460131,0.00466250943563887,-0.0659122890838965,3.31417323147555,Human
